web-scraper-order,web-scraper-start-url,pagination,pagination-href,person,person-href,name,image-src,birth,death,place_burried,category,biography,organization/association/group,Awards/bonuses/prizes,contact info,address - table1,address - table2,job - i,job - table
"1525503253-8046","http://www.nplg.gov.ge/ilia/ka/u4325/","15","http://www.nplg.gov.ge/ilia/ka/u4325/15/","ქიტიაშვილი, დავით დიმიტრის ძე","http://www.nplg.gov.ge/ilia/ka/00003286/","დავით დიმიტრის ძე ქიტიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბორჯომის განყოფილების გამგეობის წევრი (1910-1910)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბორჯომის განყოფილების წევრი (1909-1912)</li>","null","null","null","null","null","null"
"1525499003-6092","http://www.nplg.gov.ge/ilia/ka/u4330/","13","http://www.nplg.gov.ge/ilia/ka/u4330/13/","ცქვიტინიძე, ილარიონ ედემის ძე","http://www.nplg.gov.ge/ilia/ka/00014308/","ილარიონ ედემის ძე ცქვიტინიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525502332-7624","http://www.nplg.gov.ge/ilia/ka/u4326/","","","ღამბაშიძე, ტრიფონ გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00003371/","ტრიფონ გიორგის ძე ღამბაშიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1906-)</li>","null","null","null","null","null","null"
"1525503166-8006","http://www.nplg.gov.ge/ilia/ka/u4325/","18","http://www.nplg.gov.ge/ilia/ka/u4325/18/","ქორიძე, იოსებ პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00010671/","იოსებ პავლეს ძე ქორიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ერევნის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525500355-6715","http://www.nplg.gov.ge/ilia/ka/u4329/","15","http://www.nplg.gov.ge/ilia/ka/u4329/15/","ჩიქობავა, ფორასტი გოჩას ძე","http://www.nplg.gov.ge/ilia/ka/00008736/","ფორასტი გოჩას ძე ჩიქობავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525499316-6236","http://www.nplg.gov.ge/ilia/ka/u4330/","5","http://www.nplg.gov.ge/ilia/ka/u4330/5/","ცეცხლაძე, ისმაილ მემედ","http://www.nplg.gov.ge/ilia/ka/00015303/","ისმაილ მემედ ცეცხლაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525502305-7612","http://www.nplg.gov.ge/ilia/ka/u4327/","2","http://www.nplg.gov.ge/ilia/ka/u4327/2/","ყაზახაშვილი, შაქრო ლუარსაბის ძე","http://www.nplg.gov.ge/ilia/ka/00003429/","შაქრო ლუარსაბის ძე ყაზახაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1900-)</li>","null","null","null","null","null","null"
"1525501382-7188","http://www.nplg.gov.ge/ilia/ka/u4328/","13","http://www.nplg.gov.ge/ilia/ka/u4328/13/","შენგელაია, მელიტონ","http://www.nplg.gov.ge/ilia/ka/00003732/","მელიტონ შენგელაია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525501694-7331","http://www.nplg.gov.ge/ilia/ka/u4328/","5","http://www.nplg.gov.ge/ilia/ka/u4328/5/","შალიკაშვილი, ნადეჟდა","http://www.nplg.gov.ge/ilia/ka/00014221/","ნადეჟდა შალიკაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525502213-7570","http://www.nplg.gov.ge/ilia/ka/u4327/","4","http://www.nplg.gov.ge/ilia/ka/u4327/4/","ყარალაშვილი, მანანა","http://www.nplg.gov.ge/ilia/ka/00003447/","მანანა ყარალაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თელავის განყოფილების წევრი (1912-)</li>","null","null","null","null","null","null"
"1525502357-7635","http://www.nplg.gov.ge/ilia/ka/u4326/","8","http://www.nplg.gov.ge/ilia/ka/u4326/8/","ღუტიძე, სილიბისტრო გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00007905/","სილიბისტრო გიორგის ძე ღუტიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1909-)</li>","null","null","null","null","null","null"
"1525501648-7310","http://www.nplg.gov.ge/ilia/ka/u4328/","6","http://www.nplg.gov.ge/ilia/ka/u4328/6/","შანგუა, ტარასი ივანეს ძე","http://www.nplg.gov.ge/ilia/ka/00003622/","ტარასი ივანეს ძე შანგუა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525502553-7725","http://www.nplg.gov.ge/ilia/ka/u4326/","4","http://www.nplg.gov.ge/ilia/ka/u4326/4/","ღლონტი, გიორგი","http://www.nplg.gov.ge/ilia/ka/00012048/","გიორგი ღლონტი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხონის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525502623-7757","http://www.nplg.gov.ge/ilia/ka/u4326/","2","http://www.nplg.gov.ge/ilia/ka/u4326/2/","ღვთისავრიშვილი, ეკატერინე სამსონის ასული","http://www.nplg.gov.ge/ilia/ka/00014132/","ეკატერინე სამსონის ასული ღვთისავრიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525502890-7881","http://www.nplg.gov.ge/ilia/ka/u4325/","27","http://www.nplg.gov.ge/ilia/ka/u4325/27/","ქუფარაშვილი, მიხეილ გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00007960/","მიხეილ გიორგის ძე ქუფარაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სიღნაღის განყოფილების ნამდვილი წევრი (1915-)</li>","null","null","null","null","null","null"
"1525501127-7070","http://www.nplg.gov.ge/ilia/ka/u4328/","20","http://www.nplg.gov.ge/ilia/ka/u4328/20/","შოშიტაიშვილი, მარიამ კონსტანტინეს ასული","http://www.nplg.gov.ge/ilia/ka/00003763/","მარიამ კონსტანტინეს ასული შოშიტაიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1909-)</li>","null","null","null","null","null","null"
"1525500359-6717","http://www.nplg.gov.ge/ilia/ka/u4329/","15","http://www.nplg.gov.ge/ilia/ka/u4329/15/","ჩიქობავა, აქვსენტი","http://www.nplg.gov.ge/ilia/ka/00008773/","აქვსენტი ჩიქობავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1919-)</li>","null","null","null","null","null","null"
"1525500196-6642","http://www.nplg.gov.ge/ilia/ka/u4329/","20","http://www.nplg.gov.ge/ilia/ka/u4329/20/","ჩიხლაძე, სამსონ","http://www.nplg.gov.ge/ilia/ka/00012773/","სამსონ ჩიხლაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525502902-7885","http://www.nplg.gov.ge/ilia/ka/u4325/","25","http://www.nplg.gov.ge/ilia/ka/u4325/25/","ქურდიანი, ვანო","http://www.nplg.gov.ge/ilia/ka/00007774/","ვანო ქურდიანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1908-)</li>","null","null","null","null","null","null"
"1525500080-6589","http://www.nplg.gov.ge/ilia/ka/u4329/","24","http://www.nplg.gov.ge/ilia/ka/u4329/24/","ჩოხელი, აღდგომელა","http://www.nplg.gov.ge/ilia/ka/00014287/","აღდგომელა ჩოხელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525500586-6821","http://www.nplg.gov.ge/ilia/ka/u4329/","9","http://www.nplg.gov.ge/ilia/ka/u4329/9/","ჩიგიანი, ნიკოლოზ ნ.-ს ძე","http://www.nplg.gov.ge/ilia/ka/00013091/","ნიკოლოზ ნ.-ს ძე ჩიგიანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1910-)</li>","null","null","null","null","null","null"
"1525499234-6198","http://www.nplg.gov.ge/ilia/ka/u4330/","7","http://www.nplg.gov.ge/ilia/ka/u4330/7/","ცინცაძე, ი.","http://www.nplg.gov.ge/ilia/ka/00004136/","ი. ცინცაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სიღნაღის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525498700-5953","http://www.nplg.gov.ge/ilia/ka/u4331/","3","http://www.nplg.gov.ge/ilia/ka/u4331/3/","ძნელაძე, ვლადიმერ ივანეს ძე","http://www.nplg.gov.ge/ilia/ka/00004229/","ვლადიმერ ივანეს ძე ძნელაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1910-1912)</li>","null","null","null","null","null","null"
"1525499885-6498","http://www.nplg.gov.ge/ilia/ka/u4329/","29","http://www.nplg.gov.ge/ilia/ka/u4329/29/","ჩხეიძე, ე.კ.","http://www.nplg.gov.ge/ilia/ka/00013426/","ე.კ. ჩხეიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1910-)</li>","null","null","null","null","null","null"
"1525499020-6100","http://www.nplg.gov.ge/ilia/ka/u4330/","13","http://www.nplg.gov.ge/ilia/ka/u4330/13/","ცოტაძე, გიორგი იესეს ძე","http://www.nplg.gov.ge/ilia/ka/00015309/","გიორგი იესეს ძე ცოტაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525500485-6775","http://www.nplg.gov.ge/ilia/ka/u4329/","12","http://www.nplg.gov.ge/ilia/ka/u4329/12/","ჩიმაკაძე, ნინო","http://www.nplg.gov.ge/ilia/ka/00009534/","ნინო ჩიმაკაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525498756-5979","http://www.nplg.gov.ge/ilia/ka/u4331/","2","http://www.nplg.gov.ge/ilia/ka/u4331/2/","ძიმისტარაშვილი, ილია","http://www.nplg.gov.ge/ilia/ka/00012563/","ილია ძიმისტარაშვილი (მღვდელი)","themes/bios/images/nophoto0n.jpg","18??","null","null","სასულიერო პირი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების კვაუთის ბიბლიოთეკის მზრუნველი (1916-)</li>","null","null","null","null","null","null"
"1525498676-5941","http://www.nplg.gov.ge/ilia/ka/u4331/","3","http://www.nplg.gov.ge/ilia/ka/u4331/3/","ძუბენკო, ვალერიან ვასილის ძე","http://www.nplg.gov.ge/ilia/ka/00008646/","ვალერიან ვასილის ძე ძუბენკო","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525503315-8072","http://www.nplg.gov.ge/ilia/ka/u4325/","14","http://www.nplg.gov.ge/ilia/ka/u4325/14/","ქილარჯოვი, ივანე სტეფანეს ძე","http://www.nplg.gov.ge/ilia/ka/00015252/","ივანე სტეფანეს ძე ქილარჯოვი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525502098-7516","http://www.nplg.gov.ge/ilia/ka/u4327/","6","http://www.nplg.gov.ge/ilia/ka/u4327/6/","ყიფიანი, ელენე გიორგის ასული","http://www.nplg.gov.ge/ilia/ka/00013659/","ელენე გიორგის ასული ყიფიანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების განჯის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525499578-6357","http://www.nplg.gov.ge/ilia/ka/u4329/","16","http://www.nplg.gov.ge/ilia/ka/u4329/16/","ჩიქოვანი, ევგენი ყარამანის ძე","http://www.nplg.gov.ge/ilia/ka/00009133/","ევგენი ყარამანის ძე ჩიქოვანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525501986-7465","http://www.nplg.gov.ge/ilia/ka/u4327/","9","http://www.nplg.gov.ge/ilia/ka/u4327/9/","ყიფშიძე, იოსებ ალექსანდრეს ძე","http://www.nplg.gov.ge/ilia/ka/00003571/","იოსებ ალექსანდრეს ძე ყიფშიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1915-)</li>","null","null","null","null","null","null"
"1525501844-7401","http://www.nplg.gov.ge/ilia/ka/u4328/","2","http://www.nplg.gov.ge/ilia/ka/u4328/2/","შავდია, ელენე ალექსანდრეს ასული","http://www.nplg.gov.ge/ilia/ka/00014217/","ელენე ალექსანდრეს ასული შავდია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525502135-7534","http://www.nplg.gov.ge/ilia/ka/u4327/","6","http://www.nplg.gov.ge/ilia/ka/u4327/6/","ყიზილაშვილი, თედო გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00003541/","თედო გიორგის ძე ყიზილაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1911-)</li>","null","null","null","null","null","null"
"1525498931-6059","http://www.nplg.gov.ge/ilia/ka/u4330/","15","http://www.nplg.gov.ge/ilia/ka/u4330/15/","ცხაკაია, გიორგი","http://www.nplg.gov.ge/ilia/ka/00008277/","გიორგი ცხაკაია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525502878-7875","http://www.nplg.gov.ge/ilia/ka/u4325/","27","http://www.nplg.gov.ge/ilia/ka/u4325/27/","ქუჩუაშვილი, ივანე ზაქარიას ძე","http://www.nplg.gov.ge/ilia/ka/00006395/","ივანე ზაქარიას ძე ქუჩუაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525500819-6929","http://www.nplg.gov.ge/ilia/ka/u4329/","4","http://www.nplg.gov.ge/ilia/ka/u4329/4/","ჩარექიშვილი, გიორგი მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00010766/","გიორგი მიხეილის ძე ჩარექიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების განჯის განყოფილების ნამდვილი წევრი (1913-1917)</li>","null","null","null","null","null","null"
"1525498750-5976","http://www.nplg.gov.ge/ilia/ka/u4331/","2","http://www.nplg.gov.ge/ilia/ka/u4331/2/","ძიმისტარაშვილი, სტეფანე შიოს ძე","http://www.nplg.gov.ge/ilia/ka/00004222/","სტეფანე შიოს ძე ძიმისტარაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1893-1900)</li>","null","null","null","null","null","null"
"1525498711-5958","http://www.nplg.gov.ge/ilia/ka/u4331/","3","http://www.nplg.gov.ge/ilia/ka/u4331/3/","ძნელაძე, გიორგი ყარამანის ძე","http://www.nplg.gov.ge/ilia/ka/00015853/","გიორგი ყარამანის ძე ძნელაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","იოსებ ფილიპეს ძე ყაჭიეიშვილის მეუღლე?","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხაშურის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525503360-8093","http://www.nplg.gov.ge/ilia/ka/u4325/","13","http://www.nplg.gov.ge/ilia/ka/u4325/13/","ქვათაძე, კოსტა მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00011435/","კოსტა მიხეილის ძე ქვათაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხონის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525499685-6407","http://www.nplg.gov.ge/ilia/ka/u4329/","26","http://www.nplg.gov.ge/ilia/ka/u4329/26/","ჩხაიძე, გიორგი დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00013256/","გიორგი დავითის ძე ჩხაიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525500493-6779","http://www.nplg.gov.ge/ilia/ka/u4329/","12","http://www.nplg.gov.ge/ilia/ka/u4329/12/","ჩიმაკაძე, ილარიონ მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00014034/","ილარიონ მიხეილის ძე ჩიმაკაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების არმავირის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525499893-6502","http://www.nplg.gov.ge/ilia/ka/u4329/","29","http://www.nplg.gov.ge/ilia/ka/u4329/29/","ჩხეიძე, დავით ბეჟანის ძე","http://www.nplg.gov.ge/ilia/ka/00006840/","დავით ბეჟანის ძე ჩხეიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-1922)</li>","null","null","null","null","null","null"
"1525502036-7488","http://www.nplg.gov.ge/ilia/ka/u4327/","8","http://www.nplg.gov.ge/ilia/ka/u4327/8/","ყიფიანი, პავლე იოსების ძე","http://www.nplg.gov.ge/ilia/ka/00003562/","პავლე იოსების ძე ყიფიანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1899-)</li>","null","null","null","null","null","null"
"1525500568-6812","http://www.nplg.gov.ge/ilia/ka/u4329/","9","http://www.nplg.gov.ge/ilia/ka/u4329/9/","ჩიგოგიძე, მიხეილ იოსების ძე","http://www.nplg.gov.ge/ilia/ka/00014033/","მიხეილ იოსების ძე ჩიგოგიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების არმავირის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525499014-6097","http://www.nplg.gov.ge/ilia/ka/u4330/","13","http://www.nplg.gov.ge/ilia/ka/u4330/13/","ცოფურაშვილი, ფიდო მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00006514/","ფიდო მიხეილის ძე ცოფურაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525501607-7291","http://www.nplg.gov.ge/ilia/ka/u4328/","7","http://www.nplg.gov.ge/ilia/ka/u4328/7/","შანშიაშვილი, ილია ალექსანდრეს ძე","http://www.nplg.gov.ge/ilia/ka/00003628/","ილია ალექსანდრეს ძე შანშიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","სასულიერო პირი","მღვდელი 1910 წ. სანდრო შანშიაშვილის მამა.","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სიღნაღის განყოფილების წევრი (1910-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების მაჩხაანის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525501811-7385","http://www.nplg.gov.ge/ilia/ka/u4328/","2","http://www.nplg.gov.ge/ilia/ka/u4328/2/","შავლაძე, ვიქტორ ბესარიონის ძე","http://www.nplg.gov.ge/ilia/ka/00014216/","ვიქტორ ბესარიონის ძე შავლაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525499226-6194","http://www.nplg.gov.ge/ilia/ka/u4330/","7","http://www.nplg.gov.ge/ilia/ka/u4330/7/","ცინცაძე, ივანე პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00015312/","ივანე პავლეს ძე ცინცაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525500664-6857","http://www.nplg.gov.ge/ilia/ka/u4329/","7","http://www.nplg.gov.ge/ilia/ka/u4329/7/","ჩახნაშვილი, გიორგი დიმიტრის ძე","http://www.nplg.gov.ge/ilia/ka/00003816/","გიორგი დიმიტრის ძე ჩახნაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1904-)</li>","null","null","null","null","null","null"
"1525502003-7473","http://www.nplg.gov.ge/ilia/ka/u4327/","9","http://www.nplg.gov.ge/ilia/ka/u4327/9/","ყიფშიძე, გიორგი გრიგოლის ძე","http://www.nplg.gov.ge/ilia/ka/00014163/","გიორგი გრიგოლის ძე ყიფშიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525501242-7124","http://www.nplg.gov.ge/ilia/ka/u4328/","18","http://www.nplg.gov.ge/ilia/ka/u4328/18/","შილაკაძე, ტარასი ანტონის ძე","http://www.nplg.gov.ge/ilia/ka/00006453/","ტარასი ანტონის ძე შილაკაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525500638-6845","http://www.nplg.gov.ge/ilia/ka/u4329/","8","http://www.nplg.gov.ge/ilia/ka/u4329/8/","ჩეკურიშვილი, ისაკ","http://www.nplg.gov.ge/ilia/ka/00003823/","ისაკ ჩეკურიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","სასულიერო პირი","მღვდელი","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1911-)</li>","null","null","null","null","null","null"
